year;areakm;municipality;geocode_ibge;state
2017;1.65;Ministro Andreazza;1101203;Rondônia
2018;0.64;Ministro Andreazza;1101203;Rondônia
2019;1.19;Ministro Andreazza;1101203;Rondônia
2020;0.88;Ministro Andreazza;1101203;Rondônia
2021;2.31;Ministro Andreazza;1101203;Rondônia
2022;1.06;Ministro Andreazza;1101203;Rondônia
2023;0.79;Ministro Andreazza;1101203;Rondônia
2024;0.39;Ministro Andreazza;1101203;Rondônia
2007;631.6;Mirante da Serra;1101302;Rondônia
2008;5.21;Mirante da Serra;1101302;Rondônia
2009;1.61;Mirante da Serra;1101302;Rondônia
2010;0.29;Mirante da Serra;1101302;Rondônia
2011;0.55;Mirante da Serra;1101302;Rondônia
2012;2.8;Mirante da Serra;1101302;Rondônia
2013;1.3;Mirante da Serra;1101302;Rondônia
2014;1.4;Mirante da Serra;1101302;Rondônia
2015;2.72;Mirante da Serra;1101302;Rondônia
2016;2.84;Mirante da Serra;1101302;Rondônia
2017;4.46;Mirante da Serra;1101302;Rondônia
2018;4.45;Mirante da Serra;1101302;Rondônia
2019;7.89;Mirante da Serra;1101302;Rondônia
2020;7.22;Mirante da Serra;1101302;Rondônia
2021;5.22;Mirante da Serra;1101302;Rondônia
2022;2.28;Mirante da Serra;1101302;Rondônia
2023;2.27;Mirante da Serra;1101302;Rondônia
2024;1.46;Mirante da Serra;1101302;Rondônia
2007;1328.07;Monte Negro;1101401;Rondônia
2008;6.61;Monte Negro;1101401;Rondônia
2009;7.09;Monte Negro;1101401;Rondônia
2010;4.92;Monte Negro;1101401;Rondônia
2011;10.24;Monte Negro;1101401;Rondônia
2012;8.51;Monte Negro;1101401;Rondônia
2013;25.76;Monte Negro;1101401;Rondônia
2014;13.82;Monte Negro;1101401;Rondônia
2015;13.87;Monte Negro;1101401;Rondônia
2016;22.8;Monte Negro;1101401;Rondônia
2017;17.99;Monte Negro;1101401;Rondônia
2018;16.61;Monte Negro;1101401;Rondônia
2019;10.81;Monte Negro;1101401;Rondônia
2020;14.34;Monte Negro;1101401;Rondônia
2021;16.91;Monte Negro;1101401;Rondônia
2022;11.54;Monte Negro;1101401;Rondônia
2023;10.9;Monte Negro;1101401;Rondônia
2024;1.97;Monte Negro;1101401;Rondônia
2007;1269.65;Nova Brasilândia D'Oeste;1100148;Rondônia
2008;13.78;Nova Brasilândia D'Oeste;1100148;Rondônia
2009;2.05;Nova Brasilândia D'Oeste;1100148;Rondônia
2010;1.22;Nova Brasilândia D'Oeste;1100148;Rondônia
2011;4.84;Nova Brasilândia D'Oeste;1100148;Rondônia
2012;2.19;Nova Brasilândia D'Oeste;1100148;Rondônia
2013;1.82;Nova Brasilândia D'Oeste;1100148;Rondônia
2014;2.01;Nova Brasilândia D'Oeste;1100148;Rondônia
2015;1.33;Nova Brasilândia D'Oeste;1100148;Rondônia
2016;2.15;Nova Brasilândia D'Oeste;1100148;Rondônia
2017;3.22;Nova Brasilândia D'Oeste;1100148;Rondônia
2018;1.09;Nova Brasilândia D'Oeste;1100148;Rondônia
2019;5.56;Nova Brasilândia D'Oeste;1100148;Rondônia
2020;3.93;Nova Brasilândia D'Oeste;1100148;Rondônia
2021;2.4;Nova Brasilândia D'Oeste;1100148;Rondônia
2022;1.79;Nova Brasilândia D'Oeste;1100148;Rondônia
2023;3.25;Nova Brasilândia D'Oeste;1100148;Rondônia
2024;1.35;Nova Brasilândia D'Oeste;1100148;Rondônia
2007;2658.75;Nova Mamoré;1100338;Rondônia
2008;64.97;Nova Mamoré;1100338;Rondônia
2009;28.49;Nova Mamoré;1100338;Rondônia
2010;59.27;Nova Mamoré;1100338;Rondônia
2011;75.82;Nova Mamoré;1100338;Rondônia
2012;76.4;Nova Mamoré;1100338;Rondônia
2013;131.55;Nova Mamoré;1100338;Rondônia
2014;135.35;Nova Mamoré;1100338;Rondônia
2015;146.93;Nova Mamoré;1100338;Rondônia
2016;144.18;Nova Mamoré;1100338;Rondônia
2017;177.11;Nova Mamoré;1100338;Rondônia
2018;146.09;Nova Mamoré;1100338;Rondônia
2019;148.04;Nova Mamoré;1100338;Rondônia
2020;112.7;Nova Mamoré;1100338;Rondônia
2021;94.68;Nova Mamoré;1100338;Rondônia
2022;149.99;Nova Mamoré;1100338;Rondônia
2023;65.84;Nova Mamoré;1100338;Rondônia
2024;11.36;Nova Mamoré;1100338;Rondônia
2007;702.96;Nova União;1101435;Rondônia
2008;4.43;Nova União;1101435;Rondônia
2009;1.95;Nova União;1101435;Rondônia
2010;0.29;Nova União;1101435;Rondônia
2011;1.09;Nova União;1101435;Rondônia
2012;0.68;Nova União;1101435;Rondônia
2013;0.44;Nova União;1101435;Rondônia
2014;1.53;Nova União;1101435;Rondônia
2015;0.16;Nova União;1101435;Rondônia
2016;0.84;Nova União;1101435;Rondônia
2017;1.23;Nova União;1101435;Rondônia
2018;1.23;Nova União;1101435;Rondônia
2019;21.49;Nova União;1101435;Rondônia
2020;9.64;Nova União;1101435;Rondônia
2021;7.96;Nova União;1101435;Rondônia
2022;5.33;Nova União;1101435;Rondônia
2023;2.04;Nova União;1101435;Rondônia
2024;2.83;Nova União;1101435;Rondônia
2007;734.89;Novo Horizonte do Oeste;1100502;Rondônia
2008;3.01;Novo Horizonte do Oeste;1100502;Rondônia
2009;0.78;Novo Horizonte do Oeste;1100502;Rondônia
2010;0.3;Novo Horizonte do Oeste;1100502;Rondônia
2011;0.6;Novo Horizonte do Oeste;1100502;Rondônia
2012;0.29;Novo Horizonte do Oeste;1100502;Rondônia
2013;0.4;Novo Horizonte do Oeste;1100502;Rondônia
2014;0.41;Novo Horizonte do Oeste;1100502;Rondônia
2015;0.9;Novo Horizonte do Oeste;1100502;Rondônia
2016;1.3;Novo Horizonte do Oeste;1100502;Rondônia
2017;0.95;Novo Horizonte do Oeste;1100502;Rondônia
2018;0.83;Novo Horizonte do Oeste;1100502;Rondônia
2019;1.41;Novo Horizonte do Oeste;1100502;Rondônia
2020;0.56;Novo Horizonte do Oeste;1100502;Rondônia
2021;0.81;Novo Horizonte do Oeste;1100502;Rondônia
2022;1.27;Novo Horizonte do Oeste;1100502;Rondônia
2023;0.9;Novo Horizonte do Oeste;1100502;Rondônia
2024;0.54;Novo Horizonte do Oeste;1100502;Rondônia
2007;1726.3;Ouro Preto do Oeste;1100155;Rondônia
2008;1.33;Ouro Preto do Oeste;1100155;Rondônia
2009;0.55;Ouro Preto do Oeste;1100155;Rondônia
2010;0.0;Ouro Preto do Oeste;1100155;Rondônia
2011;0.18;Ouro Preto do Oeste;1100155;Rondônia
2012;0.57;Ouro Preto do Oeste;1100155;Rondônia
2013;0.58;Ouro Preto do Oeste;1100155;Rondônia
2014;0.3;Ouro Preto do Oeste;1100155;Rondônia
2015;0.25;Ouro Preto do Oeste;1100155;Rondônia
2016;8.35;Ouro Preto do Oeste;1100155;Rondônia
2017;33.78;Ouro Preto do Oeste;1100155;Rondônia
2018;23.7;Ouro Preto do Oeste;1100155;Rondônia
2019;22.59;Ouro Preto do Oeste;1100155;Rondônia
2020;8.57;Ouro Preto do Oeste;1100155;Rondônia
2021;7.63;Ouro Preto do Oeste;1100155;Rondônia
2022;2.58;Ouro Preto do Oeste;1100155;Rondônia
2023;2.93;Ouro Preto do Oeste;1100155;Rondônia
2024;0.84;Ouro Preto do Oeste;1100155;Rondônia
2007;1101.37;Parecis;1101450;Rondônia
2008;19.52;Parecis;1101450;Rondônia
2009;1.37;Parecis;1101450;Rondônia
2010;2.7;Parecis;1101450;Rondônia
2011;7.57;Parecis;1101450;Rondônia
2012;19.88;Parecis;1101450;Rondônia
2013;4.74;Parecis;1101450;Rondônia
2014;4.05;Parecis;1101450;Rondônia
2015;5.49;Parecis;1101450;Rondônia
2016;7.42;Parecis;1101450;Rondônia
2017;4.23;Parecis;1101450;Rondônia
2018;7.18;Parecis;1101450;Rondônia
2019;7.37;Parecis;1101450;Rondônia
2020;6.02;Parecis;1101450;Rondônia
2021;3.78;Parecis;1101450;Rondônia
2022;2.81;Parecis;1101450;Rondônia
2023;4.32;Parecis;1101450;Rondônia
2024;3.26;Parecis;1101450;Rondônia
2007;2300.74;Pimenta Bueno;1100189;Rondônia
2008;43.44;Pimenta Bueno;1100189;Rondônia
2009;14.05;Pimenta Bueno;1100189;Rondônia
2010;4.09;Pimenta Bueno;1100189;Rondônia
2011;4.26;Pimenta Bueno;1100189;Rondônia
2012;32.6;Pimenta Bueno;1100189;Rondônia
2013;6.46;Pimenta Bueno;1100189;Rondônia
2014;3.81;Pimenta Bueno;1100189;Rondônia
2015;6.58;Pimenta Bueno;1100189;Rondônia
2016;10.19;Pimenta Bueno;1100189;Rondônia
2017;20.91;Pimenta Bueno;1100189;Rondônia
2018;19.71;Pimenta Bueno;1100189;Rondônia
2019;20.43;Pimenta Bueno;1100189;Rondônia
2020;17.32;Pimenta Bueno;1100189;Rondônia
2021;33.14;Pimenta Bueno;1100189;Rondônia
2022;14.98;Pimenta Bueno;1100189;Rondônia
2023;15.33;Pimenta Bueno;1100189;Rondônia
2024;12.46;Pimenta Bueno;1100189;Rondônia
2007;1250.4;Pimenteiras do Oeste;1101468;Rondônia
2008;6.45;Pimenteiras do Oeste;1101468;Rondônia
2009;4.95;Pimenteiras do Oeste;1101468;Rondônia
2010;5.9;Pimenteiras do Oeste;1101468;Rondônia
2011;6.34;Pimenteiras do Oeste;1101468;Rondônia
2012;7.47;Pimenteiras do Oeste;1101468;Rondônia
2013;1.2;Pimenteiras do Oeste;1101468;Rondônia
2014;1.21;Pimenteiras do Oeste;1101468;Rondônia
2015;4.44;Pimenteiras do Oeste;1101468;Rondônia
2016;8.48;Pimenteiras do Oeste;1101468;Rondônia
2017;2.86;Pimenteiras do Oeste;1101468;Rondônia
2018;3.3;Pimenteiras do Oeste;1101468;Rondônia
2019;3.7;Pimenteiras do Oeste;1101468;Rondônia
2020;8.83;Pimenteiras do Oeste;1101468;Rondônia
2021;9.66;Pimenteiras do Oeste;1101468;Rondônia
2022;5.61;Pimenteiras do Oeste;1101468;Rondônia
2023;9.52;Pimenteiras do Oeste;1101468;Rondônia
2024;33.69;Pimenteiras do Oeste;1101468;Rondônia
2007;7312.08;Porto Velho;1100205;Rondônia
2008;208.5;Porto Velho;1100205;Rondônia
2009;99.55;Porto Velho;1100205;Rondônia
2010;132.88;Porto Velho;1100205;Rondônia
2011;318.9;Porto Velho;1100205;Rondônia
2012;192.99;Porto Velho;1100205;Rondônia
2013;305.1;Porto Velho;1100205;Rondônia
2014;221.92;Porto Velho;1100205;Rondônia
2015;285.3;Porto Velho;1100205;Rondônia
2016;305.31;Porto Velho;1100205;Rondônia
2017;346.76;Porto Velho;1100205;Rondônia
2018;378.08;Porto Velho;1100205;Rondônia
2019;412.7;Porto Velho;1100205;Rondônia
2020;449.64;Porto Velho;1100205;Rondônia
2021;619.34;Porto Velho;1100205;Rondônia
2022;551.19;Porto Velho;1100205;Rondônia
2023;263.74;Porto Velho;1100205;Rondônia
2024;127.53;Porto Velho;1100205;Rondônia
2007;1589.79;Presidente Médici;1100254;Rondônia
2008;3.5;Presidente Médici;1100254;Rondônia
2009;1.85;Presidente Médici;1100254;Rondônia
2010;0.13;Presidente Médici;1100254;Rondônia
2011;0.67;Presidente Médici;1100254;Rondônia
2012;0.13;Presidente Médici;1100254;Rondônia
2013;0.51;Presidente Médici;1100254;Rondônia
2014;0.71;Presidente Médici;1100254;Rondônia
2015;0.31;Presidente Médici;1100254;Rondônia
2016;0.65;Presidente Médici;1100254;Rondônia
2017;0.63;Presidente Médici;1100254;Rondônia
2018;0.39;Presidente Médici;1100254;Rondônia
2019;0.98;Presidente Médici;1100254;Rondônia
2020;0.74;Presidente Médici;1100254;Rondônia
2021;1.09;Presidente Médici;1100254;Rondônia
2022;0.53;Presidente Médici;1100254;Rondônia
2023;1.0;Presidente Médici;1100254;Rondônia
2024;0.19;Presidente Médici;1100254;Rondônia
2007;417.78;Primavera de Rondônia;1101476;Rondônia
2008;1.06;Primavera de Rondônia;1101476;Rondônia
2009;0.0;Primavera de Rondônia;1101476;Rondônia
2010;0.06;Primavera de Rondônia;1101476;Rondônia
2011;0.0;Primavera de Rondônia;1101476;Rondônia
2012;0.34;Primavera de Rondônia;1101476;Rondônia
2013;1.05;Primavera de Rondônia;1101476;Rondônia
2014;0.19;Primavera de Rondônia;1101476;Rondônia
2015;0.22;Primavera de Rondônia;1101476;Rondônia
2016;0.0;Primavera de Rondônia;1101476;Rondônia
2017;0.5;Primavera de Rondônia;1101476;Rondônia
2018;1.21;Primavera de Rondônia;1101476;Rondônia
2019;0.26;Primavera de Rondônia;1101476;Rondônia
2020;0.3;Primavera de Rondônia;1101476;Rondônia
2021;1.44;Primavera de Rondônia;1101476;Rondônia
2022;0.26;Primavera de Rondônia;1101476;Rondônia
2023;0.22;Primavera de Rondônia;1101476;Rondônia
2024;0.07;Primavera de Rondônia;1101476;Rondônia
2007;1044.67;Rio Crespo;1100262;Rondônia
2008;7.24;Rio Crespo;1100262;Rondônia
2009;5.83;Rio Crespo;1100262;Rondônia
2010;2.11;Rio Crespo;1100262;Rondônia
2011;2.72;Rio Crespo;1100262;Rondônia
2012;3.45;Rio Crespo;1100262;Rondônia
2013;5.16;Rio Crespo;1100262;Rondônia
2014;4.62;Rio Crespo;1100262;Rondônia
2015;8.59;Rio Crespo;1100262;Rondônia
2016;9.22;Rio Crespo;1100262;Rondônia
2017;8.04;Rio Crespo;1100262;Rondônia
2018;6.22;Rio Crespo;1100262;Rondônia
2019;10.69;Rio Crespo;1100262;Rondônia
2020;6.19;Rio Crespo;1100262;Rondônia
2021;8.29;Rio Crespo;1100262;Rondônia
2022;4.15;Rio Crespo;1100262;Rondônia
2023;3.1;Rio Crespo;1100262;Rondônia
2024;0.43;Rio Crespo;1100262;Rondônia
2007;1306.54;Rolim de Moura;1100288;Rondônia
2008;3.2;Rolim de Moura;1100288;Rondônia
2009;0.16;Rolim de Moura;1100288;Rondônia
2010;0.18;Rolim de Moura;1100288;Rondônia
2011;0.73;Rolim de Moura;1100288;Rondônia
2012;1.1;Rolim de Moura;1100288;Rondônia
2013;0.6;Rolim de Moura;1100288;Rondônia
2014;0.54;Rolim de Moura;1100288;Rondônia
2015;0.29;Rolim de Moura;1100288;Rondônia
2016;0.33;Rolim de Moura;1100288;Rondônia
2017;2.27;Rolim de Moura;1100288;Rondônia
2018;1.76;Rolim de Moura;1100288;Rondônia
2019;2.58;Rolim de Moura;1100288;Rondônia
2020;0.96;Rolim de Moura;1100288;Rondônia
2021;1.32;Rolim de Moura;1100288;Rondônia
2022;1.87;Rolim de Moura;1100288;Rondônia
2023;1.55;Rolim de Moura;1100288;Rondônia
2024;1.05;Rolim de Moura;1100288;Rondônia
2007;964.97;Santa Luzia D'Oeste;1100296;Rondônia
2008;3.63;Santa Luzia D'Oeste;1100296;Rondônia
2009;0.91;Santa Luzia D'Oeste;1100296;Rondônia
2010;0.58;Santa Luzia D'Oeste;1100296;Rondônia
2011;0.16;Santa Luzia D'Oeste;1100296;Rondônia
2012;2.35;Santa Luzia D'Oeste;1100296;Rondônia
2013;0.41;Santa Luzia D'Oeste;1100296;Rondônia
2014;0.27;Santa Luzia D'Oeste;1100296;Rondônia
2015;0.62;Santa Luzia D'Oeste;1100296;Rondônia
2016;0.46;Santa Luzia D'Oeste;1100296;Rondônia
2017;0.54;Santa Luzia D'Oeste;1100296;Rondônia
2018;0.84;Santa Luzia D'Oeste;1100296;Rondônia
2019;1.54;Santa Luzia D'Oeste;1100296;Rondônia
2020;0.8;Santa Luzia D'Oeste;1100296;Rondônia
2021;1.05;Santa Luzia D'Oeste;1100296;Rondônia
2022;0.19;Santa Luzia D'Oeste;1100296;Rondônia
2023;0.06;Santa Luzia D'Oeste;1100296;Rondônia
2024;0.53;Santa Luzia D'Oeste;1100296;Rondônia
2007;1185.61;Seringueiras;1101500;Rondônia
2008;42.58;Seringueiras;1101500;Rondônia
2009;4.27;Seringueiras;1101500;Rondônia
2010;4.81;Seringueiras;1101500;Rondônia
2011;7.87;Seringueiras;1101500;Rondônia
2012;12.58;Seringueiras;1101500;Rondônia
2013;10.07;Seringueiras;1101500;Rondônia
2014;7.77;Seringueiras;1101500;Rondônia
2015;6.87;Seringueiras;1101500;Rondônia
2016;7.38;Seringueiras;1101500;Rondônia
2017;6.23;Seringueiras;1101500;Rondônia
2018;8.96;Seringueiras;1101500;Rondônia
2019;53.12;Seringueiras;1101500;Rondônia
2020;33.84;Seringueiras;1101500;Rondônia
2021;31.71;Seringueiras;1101500;Rondônia
2022;16.87;Seringueiras;1101500;Rondônia
2023;7.37;Seringueiras;1101500;Rondônia
2024;2.98;Seringueiras;1101500;Rondônia
2007;481.58;São Felipe D'Oeste;1101484;Rondônia
2008;0.35;São Felipe D'Oeste;1101484;Rondônia
2009;0.0;São Felipe D'Oeste;1101484;Rondônia
2010;0.0;São Felipe D'Oeste;1101484;Rondônia
2011;0.0;São Felipe D'Oeste;1101484;Rondônia
2012;0.47;São Felipe D'Oeste;1101484;Rondônia
2013;0.17;São Felipe D'Oeste;1101484;Rondônia
2014;0.12;São Felipe D'Oeste;1101484;Rondônia
2015;0.19;São Felipe D'Oeste;1101484;Rondônia
2016;0.1;São Felipe D'Oeste;1101484;Rondônia
2017;0.09;São Felipe D'Oeste;1101484;Rondônia
2018;0.0;São Felipe D'Oeste;1101484;Rondônia
2019;0.59;São Felipe D'Oeste;1101484;Rondônia
2020;0.0;São Felipe D'Oeste;1101484;Rondônia
2021;0.33;São Felipe D'Oeste;1101484;Rondônia
2022;0.23;São Felipe D'Oeste;1101484;Rondônia
2023;0.08;São Felipe D'Oeste;1101484;Rondônia
2024;0.19;São Felipe D'Oeste;1101484;Rondônia
2007;2358.19;São Francisco do Guaporé;1101492;Rondônia
2008;44.92;São Francisco do Guaporé;1101492;Rondônia
2009;11.59;São Francisco do Guaporé;1101492;Rondônia
2010;14.45;São Francisco do Guaporé;1101492;Rondônia
2011;14.07;São Francisco do Guaporé;1101492;Rondônia
2012;9.33;São Francisco do Guaporé;1101492;Rondônia
2013;16.08;São Francisco do Guaporé;1101492;Rondônia
2014;6.77;São Francisco do Guaporé;1101492;Rondônia
2015;10.46;São Francisco do Guaporé;1101492;Rondônia
2016;7.26;São Francisco do Guaporé;1101492;Rondônia
2017;14.83;São Francisco do Guaporé;1101492;Rondônia
2018;26.12;São Francisco do Guaporé;1101492;Rondônia
2019;23.1;São Francisco do Guaporé;1101492;Rondônia
2020;21.64;São Francisco do Guaporé;1101492;Rondônia
2021;32.39;São Francisco do Guaporé;1101492;Rondônia
2022;20.54;São Francisco do Guaporé;1101492;Rondônia
2023;11.73;São Francisco do Guaporé;1101492;Rondônia
2024;7.18;São Francisco do Guaporé;1101492;Rondônia
2007;1679.95;São Miguel do Guaporé;1100320;Rondônia
2008;41.2;São Miguel do Guaporé;1100320;Rondônia
2009;3.79;São Miguel do Guaporé;1100320;Rondônia
2010;3.79;São Miguel do Guaporé;1100320;Rondônia
2011;5.36;São Miguel do Guaporé;1100320;Rondônia
2012;12.78;São Miguel do Guaporé;1100320;Rondônia
2013;7.71;São Miguel do Guaporé;1100320;Rondônia
2014;10.88;São Miguel do Guaporé;1100320;Rondônia
2015;4.85;São Miguel do Guaporé;1100320;Rondônia
2016;17.49;São Miguel do Guaporé;1100320;Rondônia
2017;9.86;São Miguel do Guaporé;1100320;Rondônia
2018;8.87;São Miguel do Guaporé;1100320;Rondônia
2019;16.91;São Miguel do Guaporé;1100320;Rondônia
2020;20.47;São Miguel do Guaporé;1100320;Rondônia
2021;12.51;São Miguel do Guaporé;1100320;Rondônia
2022;10.25;São Miguel do Guaporé;1100320;Rondônia
2023;6.51;São Miguel do Guaporé;1100320;Rondônia
2024;3.54;São Miguel do Guaporé;1100320;Rondônia
2007;440.82;Teixeirópolis;1101559;Rondônia
2008;0.52;Teixeirópolis;1101559;Rondônia
2009;0.18;Teixeirópolis;1101559;Rondônia
2010;0.0;Teixeirópolis;1101559;Rondônia
2011;0.15;Teixeirópolis;1101559;Rondônia
2012;0.15;Teixeirópolis;1101559;Rondônia
2013;0.0;Teixeirópolis;1101559;Rondônia
2014;0.0;Teixeirópolis;1101559;Rondônia
2015;0.38;Teixeirópolis;1101559;Rondônia
2016;0.07;Teixeirópolis;1101559;Rondônia
2017;0.01;Teixeirópolis;1101559;Rondônia
2018;0.0;Teixeirópolis;1101559;Rondônia
2019;0.28;Teixeirópolis;1101559;Rondônia
2020;0.36;Teixeirópolis;1101559;Rondônia
2021;0.32;Teixeirópolis;1101559;Rondônia
2022;0.03;Teixeirópolis;1101559;Rondônia
2023;0.0;Teixeirópolis;1101559;Rondônia
2024;0.03;Teixeirópolis;1101559;Rondônia
2007;1710.49;Theobroma;1101609;Rondônia
2008;7.11;Theobroma;1101609;Rondônia
2009;6.41;Theobroma;1101609;Rondônia
2010;1.89;Theobroma;1101609;Rondônia
2011;2.23;Theobroma;1101609;Rondônia
2012;3.03;Theobroma;1101609;Rondônia
2013;4.94;Theobroma;1101609;Rondônia
2014;3.54;Theobroma;1101609;Rondônia
2015;4.44;Theobroma;1101609;Rondônia
2016;4.35;Theobroma;1101609;Rondônia
2017;3.31;Theobroma;1101609;Rondônia
2018;2.65;Theobroma;1101609;Rondônia
2019;5.5;Theobroma;1101609;Rondônia
2020;4.71;Theobroma;1101609;Rondônia
2021;4.5;Theobroma;1101609;Rondônia
2022;5.52;Theobroma;1101609;Rondônia
2023;3.92;Theobroma;1101609;Rondônia
2024;2.9;Theobroma;1101609;Rondônia
2007;673.79;Urupá;1101708;Rondônia
2008;2.14;Urupá;1101708;Rondônia
2009;1.6;Urupá;1101708;Rondônia
2010;0.21;Urupá;1101708;Rondônia
2011;1.16;Urupá;1101708;Rondônia
2012;0.84;Urupá;1101708;Rondônia
2013;0.69;Urupá;1101708;Rondônia
2014;0.81;Urupá;1101708;Rondônia
2015;1.02;Urupá;1101708;Rondônia
2016;1.12;Urupá;1101708;Rondônia
2017;0.79;Urupá;1101708;Rondônia
2018;0.68;Urupá;1101708;Rondônia
2019;0.47;Urupá;1101708;Rondônia
2020;1.04;Urupá;1101708;Rondônia
2021;0.84;Urupá;1101708;Rondônia
2022;0.14;Urupá;1101708;Rondônia
2023;0.45;Urupá;1101708;Rondônia
2024;0.13;Urupá;1101708;Rondônia
2007;1161.23;Vale do Anari;1101757;Rondônia
2008;11.98;Vale do Anari;1101757;Rondônia
2009;10.11;Vale do Anari;1101757;Rondônia
2010;3.56;Vale do Anari;1101757;Rondônia
2011;6.98;Vale do Anari;1101757;Rondônia
2012;11.96;Vale do Anari;1101757;Rondônia
2013;8.58;Vale do Anari;1101757;Rondônia
2014;10.92;Vale do Anari;1101757;Rondônia
2015;14.17;Vale do Anari;1101757;Rondônia
2016;19.56;Vale do Anari;1101757;Rondônia
2017;10.02;Vale do Anari;1101757;Rondônia
2018;8.81;Vale do Anari;1101757;Rondônia
2019;9.4;Vale do Anari;1101757;Rondônia
2020;7.18;Vale do Anari;1101757;Rondônia
2021;9.24;Vale do Anari;1101757;Rondônia
2022;4.37;Vale do Anari;1101757;Rondônia
2023;4.18;Vale do Anari;1101757;Rondônia
2024;1.42;Vale do Anari;1101757;Rondônia
2007;858.96;Vale do Paraíso;1101807;Rondônia
2008;0.67;Vale do Paraíso;1101807;Rondônia
2009;0.66;Vale do Paraíso;1101807;Rondônia
2010;0.07;Vale do Paraíso;1101807;Rondônia
2011;0.25;Vale do Paraíso;1101807;Rondônia
2012;0.63;Vale do Paraíso;1101807;Rondônia
2013;0.24;Vale do Paraíso;1101807;Rondônia
2014;1.53;Vale do Paraíso;1101807;Rondônia
2015;1.18;Vale do Paraíso;1101807;Rondônia
2016;3.98;Vale do Paraíso;1101807;Rondônia
2017;5.02;Vale do Paraíso;1101807;Rondônia
2018;2.9;Vale do Paraíso;1101807;Rondônia
2019;1.8;Vale do Paraíso;1101807;Rondônia
2020;2.04;Vale do Paraíso;1101807;Rondônia
2021;2.18;Vale do Paraíso;1101807;Rondônia
2022;1.15;Vale do Paraíso;1101807;Rondônia
2023;0.3;Vale do Paraíso;1101807;Rondônia
2024;0.28;Vale do Paraíso;1101807;Rondônia
2007;1218.8;Vilhena;1100304;Rondônia
2008;43.08;Vilhena;1100304;Rondônia
2009;5.26;Vilhena;1100304;Rondônia
2010;3.78;Vilhena;1100304;Rondônia
2011;5.91;Vilhena;1100304;Rondônia
2012;8.15;Vilhena;1100304;Rondônia
2013;6.93;Vilhena;1100304;Rondônia
2014;6.55;Vilhena;1100304;Rondônia
2015;13.74;Vilhena;1100304;Rondônia
2016;12.21;Vilhena;1100304;Rondônia
2017;13.48;Vilhena;1100304;Rondônia
2018;13.59;Vilhena;1100304;Rondônia
2019;16.8;Vilhena;1100304;Rondônia
2020;15.8;Vilhena;1100304;Rondônia
2021;16.21;Vilhena;1100304;Rondônia
2022;7.0;Vilhena;1100304;Rondônia
2023;5.32;Vilhena;1100304;Rondônia
2024;3.46;Vilhena;1100304;Rondônia
2007;711.24;Alto Alegre;1400050;Roraima
2008;36.39;Alto Alegre;1400050;Roraima
2009;4.26;Alto Alegre;1400050;Roraima
2010;6.57;Alto Alegre;1400050;Roraima
2011;11.29;Alto Alegre;1400050;Roraima
2012;7.01;Alto Alegre;1400050;Roraima
2013;15.47;Alto Alegre;1400050;Roraima
2014;6.59;Alto Alegre;1400050;Roraima
2015;6.91;Alto Alegre;1400050;Roraima
2016;24.46;Alto Alegre;1400050;Roraima
2017;1.8;Alto Alegre;1400050;Roraima
2018;5.16;Alto Alegre;1400050;Roraima
2019;21.89;Alto Alegre;1400050;Roraima
2020;35.93;Alto Alegre;1400050;Roraima
2021;12.84;Alto Alegre;1400050;Roraima
2022;24.24;Alto Alegre;1400050;Roraima
2023;12.01;Alto Alegre;1400050;Roraima
2024;25.17;Alto Alegre;1400050;Roraima
2007;271.49;Amajari;1400027;Roraima
2008;34.71;Amajari;1400027;Roraima
2009;3.26;Amajari;1400027;Roraima
2010;8.52;Amajari;1400027;Roraima
2011;12.6;Amajari;1400027;Roraima
2012;5.28;Amajari;1400027;Roraima
2013;5.16;Amajari;1400027;Roraima
2014;11.32;Amajari;1400027;Roraima
2015;11.28;Amajari;1400027;Roraima
2016;8.97;Amajari;1400027;Roraima
2017;9.03;Amajari;1400027;Roraima
2018;11.7;Amajari;1400027;Roraima
2019;21.29;Amajari;1400027;Roraima
2020;14.98;Amajari;1400027;Roraima
2021;10.35;Amajari;1400027;Roraima
2022;18.35;Amajari;1400027;Roraima
2023;9.89;Amajari;1400027;Roraima
2024;53.59;Amajari;1400027;Roraima
2007;17.84;Boa Vista;1400100;Roraima
2008;2.35;Boa Vista;1400100;Roraima
2009;0.16;Boa Vista;1400100;Roraima
2010;0.58;Boa Vista;1400100;Roraima
2011;0.2;Boa Vista;1400100;Roraima
2012;0.0;Boa Vista;1400100;Roraima
2013;0.19;Boa Vista;1400100;Roraima
2014;0.31;Boa Vista;1400100;Roraima
2015;0.1;Boa Vista;1400100;Roraima
2016;0.06;Boa Vista;1400100;Roraima
2017;0.0;Boa Vista;1400100;Roraima
2018;0.0;Boa Vista;1400100;Roraima
2019;0.07;Boa Vista;1400100;Roraima
2020;0.86;Boa Vista;1400100;Roraima
2021;0.42;Boa Vista;1400100;Roraima
2022;0.77;Boa Vista;1400100;Roraima
2023;0.0;Boa Vista;1400100;Roraima
2024;0.99;Boa Vista;1400100;Roraima
2007;358.36;Bonfim;1400159;Roraima
2008;19.51;Bonfim;1400159;Roraima
2009;2.42;Bonfim;1400159;Roraima
2010;7.47;Bonfim;1400159;Roraima
2011;3.83;Bonfim;1400159;Roraima
2012;2.5;Bonfim;1400159;Roraima
2013;2.66;Bonfim;1400159;Roraima
