year;areakm;municipality;geocode_ibge;state
2022;0.0;Olho d'Água das Cunhãs;2107407;Maranhão
2023;0.0;Olho d'Água das Cunhãs;2107407;Maranhão
2024;0.0;Olho d'Água das Cunhãs;2107407;Maranhão
2007;183.3;Olinda Nova do Maranhão;2107456;Maranhão
2008;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2009;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2010;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2011;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2012;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2013;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2014;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2015;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2016;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2017;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2018;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2019;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2020;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2021;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2022;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2023;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2024;0.0;Olinda Nova do Maranhão;2107456;Maranhão
2007;439.28;Palmeirândia;2107605;Maranhão
2008;0.09;Palmeirândia;2107605;Maranhão
2009;0.06;Palmeirândia;2107605;Maranhão
2010;0.12;Palmeirândia;2107605;Maranhão
2011;0.12;Palmeirândia;2107605;Maranhão
2012;0.0;Palmeirândia;2107605;Maranhão
2013;0.0;Palmeirândia;2107605;Maranhão
2014;0.09;Palmeirândia;2107605;Maranhão
2015;0.0;Palmeirândia;2107605;Maranhão
2016;0.0;Palmeirândia;2107605;Maranhão
2017;0.27;Palmeirândia;2107605;Maranhão
2018;0.0;Palmeirândia;2107605;Maranhão
2019;0.0;Palmeirândia;2107605;Maranhão
2020;0.0;Palmeirândia;2107605;Maranhão
2021;0.0;Palmeirândia;2107605;Maranhão
2022;0.0;Palmeirândia;2107605;Maranhão
2023;0.0;Palmeirândia;2107605;Maranhão
2024;0.2;Palmeirândia;2107605;Maranhão
2007;740.29;Paulo Ramos;2108108;Maranhão
2008;1.64;Paulo Ramos;2108108;Maranhão
2009;0.81;Paulo Ramos;2108108;Maranhão
2010;0.21;Paulo Ramos;2108108;Maranhão
2011;0.11;Paulo Ramos;2108108;Maranhão
2012;0.11;Paulo Ramos;2108108;Maranhão
2013;0.0;Paulo Ramos;2108108;Maranhão
2014;0.0;Paulo Ramos;2108108;Maranhão
2015;0.0;Paulo Ramos;2108108;Maranhão
2016;0.14;Paulo Ramos;2108108;Maranhão
2017;0.14;Paulo Ramos;2108108;Maranhão
2018;0.22;Paulo Ramos;2108108;Maranhão
2019;0.18;Paulo Ramos;2108108;Maranhão
2020;0.36;Paulo Ramos;2108108;Maranhão
2021;0.41;Paulo Ramos;2108108;Maranhão
2022;1.01;Paulo Ramos;2108108;Maranhão
2023;1.32;Paulo Ramos;2108108;Maranhão
2024;1.71;Paulo Ramos;2108108;Maranhão
2007;70.43;Paço do Lumiar;2107506;Maranhão
2008;3.15;Paço do Lumiar;2107506;Maranhão
2009;0.44;Paço do Lumiar;2107506;Maranhão
2010;0.29;Paço do Lumiar;2107506;Maranhão
2011;0.86;Paço do Lumiar;2107506;Maranhão
2012;2.15;Paço do Lumiar;2107506;Maranhão
2013;0.14;Paço do Lumiar;2107506;Maranhão
2014;1.4;Paço do Lumiar;2107506;Maranhão
2015;0.99;Paço do Lumiar;2107506;Maranhão
2016;0.2;Paço do Lumiar;2107506;Maranhão
2017;0.22;Paço do Lumiar;2107506;Maranhão
2018;0.08;Paço do Lumiar;2107506;Maranhão
2019;0.22;Paço do Lumiar;2107506;Maranhão
2020;1.12;Paço do Lumiar;2107506;Maranhão
2021;0.41;Paço do Lumiar;2107506;Maranhão
2022;0.06;Paço do Lumiar;2107506;Maranhão
2023;0.93;Paço do Lumiar;2107506;Maranhão
2024;0.25;Paço do Lumiar;2107506;Maranhão
2007;1656.3;Pedro do Rosário;2108256;Maranhão
2008;3.8;Pedro do Rosário;2108256;Maranhão
2009;1.76;Pedro do Rosário;2108256;Maranhão
2010;0.17;Pedro do Rosário;2108256;Maranhão
2011;0.97;Pedro do Rosário;2108256;Maranhão
2012;0.0;Pedro do Rosário;2108256;Maranhão
2013;0.88;Pedro do Rosário;2108256;Maranhão
2014;0.0;Pedro do Rosário;2108256;Maranhão
2015;0.69;Pedro do Rosário;2108256;Maranhão
2016;0.94;Pedro do Rosário;2108256;Maranhão
2017;1.59;Pedro do Rosário;2108256;Maranhão
2018;0.0;Pedro do Rosário;2108256;Maranhão
2019;0.07;Pedro do Rosário;2108256;Maranhão
2020;2.71;Pedro do Rosário;2108256;Maranhão
2021;0.41;Pedro do Rosário;2108256;Maranhão
2022;0.0;Pedro do Rosário;2108256;Maranhão
2023;0.0;Pedro do Rosário;2108256;Maranhão
2024;1.28;Pedro do Rosário;2108256;Maranhão
2007;523.25;Penalva;2108306;Maranhão
2008;3.14;Penalva;2108306;Maranhão
2009;0.28;Penalva;2108306;Maranhão
2010;0.12;Penalva;2108306;Maranhão
2011;2.08;Penalva;2108306;Maranhão
2012;0.46;Penalva;2108306;Maranhão
2013;1.44;Penalva;2108306;Maranhão
2014;0.25;Penalva;2108306;Maranhão
2015;0.25;Penalva;2108306;Maranhão
2016;0.7;Penalva;2108306;Maranhão
2017;1.2;Penalva;2108306;Maranhão
2018;0.22;Penalva;2108306;Maranhão
2019;0.8;Penalva;2108306;Maranhão
2020;2.06;Penalva;2108306;Maranhão
2021;0.07;Penalva;2108306;Maranhão
2022;0.43;Penalva;2108306;Maranhão
2023;0.22;Penalva;2108306;Maranhão
2024;0.49;Penalva;2108306;Maranhão
2007;243.08;Peri Mirim;2108405;Maranhão
2008;1.13;Peri Mirim;2108405;Maranhão
2009;0.1;Peri Mirim;2108405;Maranhão
2010;0.0;Peri Mirim;2108405;Maranhão
2011;0.08;Peri Mirim;2108405;Maranhão
2012;0.0;Peri Mirim;2108405;Maranhão
2013;0.0;Peri Mirim;2108405;Maranhão
2014;0.16;Peri Mirim;2108405;Maranhão
2015;0.0;Peri Mirim;2108405;Maranhão
2016;0.0;Peri Mirim;2108405;Maranhão
2017;0.0;Peri Mirim;2108405;Maranhão
2018;0.0;Peri Mirim;2108405;Maranhão
2019;0.0;Peri Mirim;2108405;Maranhão
2020;0.71;Peri Mirim;2108405;Maranhão
2021;0.24;Peri Mirim;2108405;Maranhão
2022;0.0;Peri Mirim;2108405;Maranhão
2023;0.0;Peri Mirim;2108405;Maranhão
2024;0.0;Peri Mirim;2108405;Maranhão
2007;196.9;Pindaré-Mirim;2108504;Maranhão
2008;0.0;Pindaré-Mirim;2108504;Maranhão
2009;0.0;Pindaré-Mirim;2108504;Maranhão
2010;0.0;Pindaré-Mirim;2108504;Maranhão
2011;0.0;Pindaré-Mirim;2108504;Maranhão
2012;0.0;Pindaré-Mirim;2108504;Maranhão
2013;0.0;Pindaré-Mirim;2108504;Maranhão
2014;0.0;Pindaré-Mirim;2108504;Maranhão
2015;0.0;Pindaré-Mirim;2108504;Maranhão
2016;0.0;Pindaré-Mirim;2108504;Maranhão
2017;0.0;Pindaré-Mirim;2108504;Maranhão
2018;0.0;Pindaré-Mirim;2108504;Maranhão
2019;0.0;Pindaré-Mirim;2108504;Maranhão
2020;0.0;Pindaré-Mirim;2108504;Maranhão
2021;0.0;Pindaré-Mirim;2108504;Maranhão
2022;0.0;Pindaré-Mirim;2108504;Maranhão
2023;0.0;Pindaré-Mirim;2108504;Maranhão
2024;0.0;Pindaré-Mirim;2108504;Maranhão
2007;892.58;Pinheiro;2108603;Maranhão
2008;4.11;Pinheiro;2108603;Maranhão
2009;1.02;Pinheiro;2108603;Maranhão
2010;0.5;Pinheiro;2108603;Maranhão
2011;1.82;Pinheiro;2108603;Maranhão
2012;0.0;Pinheiro;2108603;Maranhão
2013;1.23;Pinheiro;2108603;Maranhão
2014;0.73;Pinheiro;2108603;Maranhão
2015;0.34;Pinheiro;2108603;Maranhão
2016;0.11;Pinheiro;2108603;Maranhão
2017;1.65;Pinheiro;2108603;Maranhão
2018;0.08;Pinheiro;2108603;Maranhão
2019;0.99;Pinheiro;2108603;Maranhão
2020;4.09;Pinheiro;2108603;Maranhão
2021;1.73;Pinheiro;2108603;Maranhão
2022;0.17;Pinheiro;2108603;Maranhão
2023;0.63;Pinheiro;2108603;Maranhão
2024;2.01;Pinheiro;2108603;Maranhão
2007;475.05;Pio XII;2108702;Maranhão
2008;0.0;Pio XII;2108702;Maranhão
2009;0.0;Pio XII;2108702;Maranhão
2010;0.0;Pio XII;2108702;Maranhão
2011;0.0;Pio XII;2108702;Maranhão
2012;0.0;Pio XII;2108702;Maranhão
2013;0.0;Pio XII;2108702;Maranhão
2014;0.0;Pio XII;2108702;Maranhão
2015;0.0;Pio XII;2108702;Maranhão
2016;0.0;Pio XII;2108702;Maranhão
2017;0.0;Pio XII;2108702;Maranhão
2018;0.0;Pio XII;2108702;Maranhão
2019;0.0;Pio XII;2108702;Maranhão
2020;0.0;Pio XII;2108702;Maranhão
2021;0.0;Pio XII;2108702;Maranhão
2022;0.0;Pio XII;2108702;Maranhão
2023;0.0;Pio XII;2108702;Maranhão
2024;0.0;Pio XII;2108702;Maranhão
2007;126.4;Porto Rico do Maranhão;2109056;Maranhão
2008;0.0;Porto Rico do Maranhão;2109056;Maranhão
2009;0.16;Porto Rico do Maranhão;2109056;Maranhão
2010;0.0;Porto Rico do Maranhão;2109056;Maranhão
2011;0.0;Porto Rico do Maranhão;2109056;Maranhão
2012;0.0;Porto Rico do Maranhão;2109056;Maranhão
2013;0.0;Porto Rico do Maranhão;2109056;Maranhão
2014;0.0;Porto Rico do Maranhão;2109056;Maranhão
